0,Q1,quad
1,Q2,quad
2,Q3,quad
3,Q4,quad
4,Q5,quad
5,Q6,quad
6,Q7,quad
7,S1,salisbury
8,S2,salisbury
9,S3,salisbury
10,S4,salisbury
11,S5,salisbury
12,S6,salisbury
13,F1,faraday
14,F2,faraday
15,F3,faraday
16,G1,gateway
17,G2,gateway
